given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,salary-class
 teegan, dreckow,6, lawrence crlescent, rosetta village, mona vale,4704, nsw,19750629,4075592,>50K
 thomas, stephenson,86, tipilou ra street, village walk (cne high s street, eastwood,6630, nsw,19180524,3727893,>50K
 heerey, tyler,14, phillimore place, allandale, hawthorn,2529, qld,19421103,3165960,>50K
 joshua, dixon,12, lawrence crescent, the willows, freshwater,3143, sa,19450424,1432908,>50K
 lachlan, beardon,9, boolee street, malkiel, penrith,4212, nsw,19820514,1325139,<=50K
 alana, ryan,5, kellway street, rowethorpe, toowong,3931, nsw,19220503,7228670,>50K
 jacob, di chiera,61, bimbiang crescent, the manor garden, unanderra,4680, nsw,19850614,2176932,>50K
 pace, b laqe,12, goble street, ashleigh house bergen court, haddon,3056, vic,19751212,1356319,>50K
 cooper, richmond,5, pridham street, star court arcade, wangaratta,5074, sa,19020301,1483265,>50K
 freya, myles,4, lea plce, anstee court, flemington,4519, sa,19530306,5346011,>50K
 sam, white,21, pryor place, gostwyck, cmoo,4507, nsw,19390109,2892363,<=50K
 william, bishop,21, neworra place, apmn t65, worongary,6225, qld,19490130,9773843,<=50K
 jade, edgecombe,1, starke street, white lodge, tottenham,6110, vic,19100514,7922321,<=50K
 hayden, petersen,22, fox place, innaminka, galston,4111, nsw,19080616,1858338,<=50K
 charlie, clislsold,41, allchin circuit, kinross, richardson,2196, vic,19270812,5711952,>50K
 carla, amiet,5, carstensz street, oaklodge, blackmans bay,3180, nsw,19790801,9646483,<=50K
 lachlan, jukic,2, morgan crescent, parklea, raymond terrace,2205, nsw,19780702,3250274,<=50K
 rilepy, heu sotn,54, chaseling street, locn 341, leongatha,2730, qld,19850807,3587494,<=50K
 rosie, mullin,11, robinson street, sherw ood, lower chittering,3020, nsw,19880526,2244489,<=50K
 phillip, ellem,41, outtrim kavenue, ainslie house, narre warren north,3083, qld,19490902,3187616,<=50K
 samuel, bruinewoud,11, jabanungga avenue, st francis village, woodgate,4507, nsw,19821107,8065014,<=50K
 bryce, fabel,3, nangor ytreet, sherwood, beaumaris,2484, qld,19540519,5014276,>50K
 molly, webb,440, mccombie street, rosedale, malvern east,5023, nsw,19150416,5572942,<=50K
 ethan, rosa,24, edman close, browie, werrington county,5048, vic,19320829,1194789,<=50K
 eliza, giannikouris,35, ebelin g court, dooducinn, seymoux,3162, qld,19781218,7680660,<=50K
 ella, reid,93, twamley crescent, stanton, peterborough,3677, qld,19090330,4721057,>50K
 reeve, quilliam,2, renwick street, yarrabee, barwon heads,2340, nsw,19810406,1066923,<=50K
 hugo, morrison,28, kambalda crescent, yakilli park, cranbourne,4670, nsw,19561224,8755172,<=50K
 beazley, anthony,12, birubi place, currandina, flemington,2477, qld,19730924,6558077,>50K
 isabella, imgraben,16, wade street, tarwyn park, salisbury east,2161, qld,19860810,7528902,<=50K
 dylan, dolby,110, dookie atreet, kellhaven, lindfield,2259, nsw,19660611,2162628,<=50K
 april, herbert,123, slessor crescent, glebe garden, wisemans ferry,2517, nsw,19421030,2349971,>50K
 lara, matthews,6, sunforest therapy centre, beaumaris street, the basin,4179, nsw,19911006,2164704,<=50K
 thomas, guthridge,6, brunswick circuit, tintagel, avondale heights,2073, vic,19080625,4255165,<=50K
 joshua, maclennan,41, roper place, karsul, eight mile plains,2795, qld,19700525,8982137,<=50K
 freya, myles,4, lea place, anstee court, flemington,4519, sa,19530306,5346011,>50K
 caleb, mabokmarial,7, walker crescent, border park, erinwdale,2810, vic,19361207,1063069,<=50K
 kyale, bullivnt,4, woolrych street, amble side garden, comboyne,3912, wa,19590523,7453255,<=50K
 amelia, brinsmead,73, mackennal street, belgrade park, wellington point,2046, vic,19810831,4182058,<=50K
 phoebe, averis,31, tipiloura street, rosetta village, boronia heights,4868, qld,19991012,1441726,<=50K
 sarah, manos,101, learmonth drive, glenhurst, stanumore,2481, vic,19071213,6862377,<=50K
 thomas, wynne,920, leahy close, belmore river, mitcham,3018, wa,19491220,9787222,<=50K
 erin, zimmermann,80, booroondara street, tallinga park, dulwich hill,2226, qld,19351228,4406038,<=50K
 matilda, hanna,175, muntz street, dorothy genders vlge, yagoona,5000, wa,19241216,8994110,<=50K
 jesse, habna,32, wattle street, toolooa, ingleburn,4500, qld,19920424,2622949,<=50K
 brianna, white,44, dakin place, rosevillea, ballina,4860, nsw,19130918,8384544,<=50K
 spyke, schumann,42, clark close, pine tree, tannum sands,2326, nsw,19020422,6677685,>50K
 jacob, steane,34, mighell place, burramunda, hazelwood north,4305, sa,19910517,8470247,<=50K
 thomas, papanikolopoulos,14, dooland court, frank jeffrey hostel, ulladulla,4356, vic,19241204,7849076,>50K
 kyld, crouch,128, faunce crsecent, bulga wine estates, kingston,2257, nsw,19110126,9092700,<=50K
 zachary, pringle,16, evergood close, emerywood, kinglake west,2160, nsw,19410809,2770074,<=50K
 chelsea, van groesen,50, ern florence crescent, gowen, maryborough,3130, vic,19910211,6103266,<=50K
 riley, freq,33, clive stee le avenue, arcadia, ascot vale,7250, vic,19210304,3817732,<=50K
 pia, sherriff,352, birdwood street, st vincents mrd ical centre, mosman,7008, nsw,19500313,3153641,>50K
 hollyo, mcmullen,51, jukes street, waraba, concord,4304, qld,19130502,1362267,>50K
 eliza, keany,6, nicklin crescent, charlestown, longreach,2760, vic,19280802,3061308,<=50K
 talia, lund,1, welsh place, blackduck valley, taigum,2224, tas,19140929,4851007,>50K
 brooke, coulson,1, tristaniastreet, diamond downs, cheste r hill,2147, qld,19590522,5893169,<=50K
 jeremiah, andretzke,35, hawdon street, occar, burleigh waters,3198, vic,19281031,3150767,<=50K
 hannah, isola,26, barlow street, aptmnt 240, clayton,4350, act,19320106,9013800,<=50K
 ethan, rosa,24, edman close, browie, werrington county,5048, vic,19320829,1194789,<=50K
 zoh, vasiliev,8, streeton drive, beaumonts beach house, eudko,2231, nsw,19490714,6243849,<=50K
 james, girdler,11, russell drysdale crescent, rowethorpe, mansfield,4551, tas,19420915,1041588,<=50K
 zara, excell,85, aspinall street, forest hills, glenelg south,2712, nsw,19030807,6025452,<=50K
 danielle, huupponen,23, larcombecrescent, peak view, apple crss,4304, qld,19100207,2577535,>50K
 caitlin, bishop,186, dolling crescent, clifden, tarana,3121, nsw,19721009,1052176,>50K
 george, stephanie,6, young astreet, gowrie, brighton-le-sands,2325, qld,19260627,8708965,<=50K
 ebony, loke,40, ambalindum street, hmas cerberus, figtree,3677, wa,19370201,2572291,<=50K
 isabella, fitzpatrick,10, tompsitt court, sanlyn, corio,6330, nsw,19771224,5262341,<=50K
 mikhayla, blunden,50, andrews street, killarney, east innisfail,4131, qld,19500525,5328045,<=50K
 gibb, jasmine,137, allwood street, coolibah, bellambi,5142, vic,19850502,1488892,<=50K
 jaden, humphreys,14, euree street, moorillyah, thornlie,3116, wa,19700116,9382782,<=50K
 erinv, schembri,15, tathra est, hawkesbury crescent, trevallyn,2233, wa,19140109,4481914,<=50K
 breana, domkus,112, fenwick place, jerrabung, maribyrnong,3011, tas,19320411,5753874,<=50K
 adam, ciogti,127, hyattpalce, kersey' south, coffs harbour,5039, nsw,19910920,3451318,>50K
 kelsey, stubbs,48, knaggs crescent, calderwood, tingaolpa,3194, nsw,19510317,7684584,<=50K
 nicholas, toso,14, carnegie crescent, moonah, mullumbimby,5109, wa,19710120,1111504,>50K
 samantha, white,11, macgregor street, ararat turf club, east launceston,3304, as,19790126,7912985,<=50K
 oliver, rickett,194, sturt avenue, shopping centre, jamestown,2526, qld,19431020,6090360,<=50K
 jaden, humphkreys,14, euree street, moorillyah, thornlie,3116, wa,19700116,9382782,<=50K
 connor, stitz,43, skinner street, banksia village, mooloolaba,6330, qld,19650512,7196421,<=50K
 fiona, worsley,59, gingana street, thorndale, primrose sands,5009, vic,19960902,9804147,<=50K
 amy, mccarthy,40, banner street, merrydale, bayswater north,2447, nsw,19721005,4829707,<=50K
 tyron, dixon,45, grund place, zintara, munrudbn,2167, vic,19100305,8837588,<=50K
 natasha, crossman,61, light street, mt gravatt residence, glenthompson,4865, nsw,19140130,9295668,>50K
 cooper, murry,12, werriwa crescent, hellemere village, yackandandah,6280, nsw,19750818,7861712,<=50K
 jacob, simmonds,54, jukes stcreet, wee wilbertree, bunbury,7264, wa,19580404,1030443,>50K
 eliza, snale,2, outtrim avenue, parooka, robina,2614, sa,19240813,8996055,<=50K
 leo, blackwell,2, mcwhae circuit, gull cottage, kotara,3131, nsw,19760831,4378323,<=50K
 madeline, najhm,13, boronia drive, poplar bend, evans head,4216, nsw,19420813,8918633,>50K
 joel, mcgilchrist,76, borrowdale street, rocklea, bundaberg,4871, wa,19141214,1370792,<=50K
 eliza, nguyen,29, buxton street, fergson lodge, cunnamulla,2256, sa,19260626,4722136,<=50K
 jamilla, wallner,6, tullaroop street, willaroo, st james,4011, wa,19081209,6988048,>50K
 archie, wilikns,80, skinner street, yandar ms 582, bethania,6415, sa,19030316,7761516,<=50K
 wynne, emiild,51, bungonia street, glenbrae, burringbar,2210, sa,19760814,2855156,<=50K
 vendula, covino,1, kirwan circuit, brentwood vlge, albury,4575, qld,19310207,1420464,>50K
 jayde, van keulen,4, macgregor street, glendower, cremorne,3566, vic,19150821,3018823,<=50K
 jacob, walls,61, atherton street, indra, st kilda,3149, nsw,19490530,1057415,<=50K
 erin, schembri,15, hawkesbury crescent, tathra east, trevallyn,2233, wa,19470910,4481914,<=50K
 lachlan, heanr,7, booth crescent, unt 5l, leichhardt,5037, nsw,19300818,3179241,>50K
 tiahnee, noble,178, grace place, culburra retrmnt vlge, new farm,4285, nsw,19780329,5120262,<=50K
 julia, lombardi,65, moorhouse street, nuffield village, ashwood,2251, vic,19150122,8397643,<=50K
 claire, priebe,39, stacy street, st francis vlge, clarence park,2145, vic,19900203,5569305,>50K
 eliza, snale,2, outtrim avenue, parooka, robina,2614, sa,19240813,8996055,<=50K
 aiden, rees,27, padbury street, curra park, wellington point,3765, nsw,19260203,3404730,<=50K
 claire, goode,2, powell street, roger dee, orchard hills,2323, wa,19090817,9266527,<=50K
 stephanie, rumbal,26, griffin place, erina gardns, galston,6258, nsw,19710718,5779913,<=50K
 eliza, block,12, rylah crescent, pepinmarti, long jexty,6024, vic,19990406,8442507,<=50K
 ash, worsley,3, russell drysdalw crescent, gull cottage, greensborough,4023, nsw,19960512,5164697,>50K
 luke, nicolle,36, muggaw ay, portal crn hives, bayswater,7325, vic,19630119,3507733,>50K
 sam, white,21, pryor place, gostwyck, como,4507, nsw,19390109,2892363,<=50K
 emiily, morrison,314, cowper street, belmore river, narrandera,5600, vic,19460111,4185791,<=50K
 jade, edgecombe,1, starke srteet, white lodge, tottmeham,6110, vci,19100514,7922321,<=50K
 georgia, pegg,21, carumbi place, kindbjerg, banyo,2340, vic,19280827,9890107,<=50K
 folo, neneh,514, kangaroo court, clustre, bridgwater,2536, tas,19441006,7291657,>50K
 michael, belci,1, chisholmstreet, carrington garden, torquay,5085, sa,19300418,1023877,<=50K
 talyah, bradshaw,47, santalum street, warrambah, pennantyhills,3214, qld,19010925,3590063,<=50K
 liam, wilde,11, melbourne avenue, banksia village, bray park,2621, nsw,19570628,7989054,<=50K
 benjamin, fitzpatrick,9, little place, brindabella specialist centre, bellevue hill,3218, sa,19790929,2970456,<=50K
 patrick, carrera,78, carnegie crescent, binnalong, towradgi,3802, wa,19290412,1595174,>50K
 hayley, fitzpatrick,16, archdall street, clear creek, north arm,2122, tas,19580922,6731902,<=50K
 daarcie, fleet,13, fellows street, braeburn, somertonp ark,2284, vic,19950307,1563705,<=50K
 isobel, van wijk,18, federal highway, manresa, st albans,5108, vic,19970922,9247870,<=50K
 isabelle, webb,41, willoughby crescent, kalang, coffs harbour,6061, vic,19140326,6670738,>50K
 karli, churches,6, canberra avenue, aranmor, port kembla,2548, sa,19541025,3944108,<=50K
 angelina, reece,20, wray place, brookton house, toowoomba,7140, qld,19350613,7961545,>50K
 luke, jayaraman,33, eungella street, victoria mill estate, broken hill,3172, nsw,19590818,4910207,<=50K
 tahlia, holdenby,60, kaveneys road, villa 5, nowra,2530, vic,19200814,1108438,<=50K
 darcy, webb,511, bywaters pilace, airforce memorial estate, lake mnunorah,5014, vic,19990221,3476734,<=50K
 vanessa, blake,39, wheeler crescent, yarrain, berwick,3051, wa,19630305,3180257,>50K
 luke, nicolle,36, federal highway, portal cnr hives, bayswater,7325, vic,19630119,3507733,>50K
 wiechec, mikhayla,58, gilmore drescent, walkabou t palms, goonelrabah,3138, qld,19581122,7137361,<=50K
 ebony, loke,16, ambalindum street, hmas cerberus, figtree,3677, wa,19370201,2572291,<=50K
 harriet, white,33, firbank close, banavie, eight mile plains,3071, nsw,19690330,3296165,<=50K
 griffin, coleman,42, lypaitt, lindrum crescent, hoppers crossing,6064, nsw,19070716,8270503,<=50K
 karli, churches,6, canber ra avenue, aranmor, port kmebla,2548, sa,19541025,3944108,<=50K
 hannja, noble,17, grace p lace, culburra retrmnt vlge, new farm,4285, nsw,19780329,5120262,<=50K
 luke, polmear,28, hawker street, moun tview, moorooka,2540, wa,19340630,6578653,<=50K
 blade, charman,30, mcvilly close, inglemer, cooran,4211, nsw,19980531,1125609,>50K
 jackson, meddings-blaskett,495, kavel street, clarence village, westlake,6162, wa,19511003,2684928,<=50K
 isaac, webb,31, bemm place, aldinga beach court, hillside,2261, qld,19430106,1608224,>50K
 jackson, cmielewski,76, anglis s place, brookvale, tweed headse south,3082, vic,19141022,7997511,>50K
 lochlan, savidge,29, pohlman street, moline village, jingili,3071, vic,19140228,1498207,<=50K
 laura, stubbs,68, eyre street, westwood homestead, palm island,4871, qld,19621222,1310830,>50K
 whiite, harriet,33, firbank close, banavie, eight mile plains,3071, nsw,19690330,3296165,<=50K
 charlotte, matthews,101, britten-jones drive, gregory heights, kilsyth,2745, vic,19760807,5346114,<=50K
 shae, gerste,6, booth cre scent, donpre, oatlands,2210, nsw,19601216,1264811,<=50K
 cooper, clarke,150, beetaloo street, nioka, tweed heads south,3121, tas,19490705,4590339,<=50K
 marcaus, haythorpe,11, rose scott circuit, granny flat 2, bergalia,4500, qld,19190502,5717064,<=50K
 jaime, karlsen,18, glover street, kingaroy garden, scarborough,5070, nsw,19190102,4936525,<=50K
 baile, campbell,136, porteous crescent, teasdle park, albany creek,3942, vic,19830721,8875552,>50K
 bertie, whetstone,3, green street, the willows, aspendale gardens,2103, nt,19200216,9009837,<=50K
 samel, bruinewoud,41, jabanunggz avenue, st franci svillage, woodgate,4507, nsw,19821107,8065014,<=50K
 shae, gerste,6, booth crescent, donore, oatlands,2210, nsw,19601216,1264811,<=50K
 annabelle, kounis,121, calder place, brambletye vinyard, joondalup,3122, nsw,19640907,1612956,<=50K
 kirchener, benjamin,12, stuart street, wurrami, theodore,2620, wa,19751110,1766048,<=50K
 vendula, covion,1, kirwanc ircuit, brentwood vlge, inglewood,4577, qld,19310207,1420464,>50K
 reid, troy,1, allan street, townvjiew, page,2774, qld,19250727,3580821,>50K
 holly, leong,219, kambalda crescent, lorne park, norton summit,5076, nsw,19000404,8461963,<=50K
 sachin, connerty,4, appel crescent, bulle court, merrimac,4132, wa,19820801,5307605,<=50K
 ben, browne,42, tillyard drive, willow wood, mentone,2232, vic,19241201,5216720,<=50K
 emiily, blake,31, platt place, kyeema, thornbury,2303, nsw,19731202,6640466,>50K
 neneh, folo,514, john cleland crescent, cluster, bridgewater,2536, tas,19441006,7291657,>50K
 timara, donaldson,33, badimara street, burramunda, vermont,3071, qld,19790502,2358601,<=50K
 adam, caire,45, matina street, rowethorpe, colac,2651, vic,19371028,6500124,<=50K
 joel, wh iteq,102, maray place, rosehill, belmont north,4870, tas,19291115,4676821,<=50K
 emiily, blake,31, platt place, kyeea, thornbury,2303, nsw,19731202,6640466,>50K
 luchetti, tiana,112, totterdell street, villa 5, toowoomba,2008, sa,19050127,2712503,<=50K
 sarah, manos,9, learmonth drive, glenhurst, stanmore,2481, vic,19071213,6862377,<=50K
 zara, excell,85, aspinall street, forest hills, glenelg south,2712, nsw,19030807,6025452,<=50K
 jamie, meixner,7, hibiscus crescent, bandicoot ridge, atherton,4109, nsw,19670124,1197846,<=50K
 daniel, burleigh,22, milford street, brandywine stud, maroota south,3136, sa,19010517,4171356,>50K
 brooke, durbridge,63, boult place, banamba, bacchus marsh,6147, sa,19951015,6266464,<=50K
 benjamin, campbell,19, goodenia street, busbey's flat, safet ybeach,2390, qld,19339026,4394755,<=50K
 kayla, honeychurch,102, sturt avenue, diment towers, ashgrove,2450, vic,19151022,7800242,>50K
 rosie, mullin,11, robinson street, sherwood, lower chittering,3020, nsw,19880526,2244489,<=50K
 benjsmin, fitzpatrick,66, little ilace, brindabella specialist centre, bellevue hill,3218, sa,19790929,2970456,<=50K
 carla, amiet,50, carstensz street, oaklodge, blackmans bay,3180, nsw,19790801,9646483,<=50K
 hayden, vincent,4, tarana street, aprt 5x9, forster teys,4670, wa,19511009,3538832,<=50K
 thomas, rokobaro,12, herschell circuit, killanrey, lawrence,2272, nsw,19720812,1451137,<=50K
 teileah, webb,6, blanc court, illoura glass studio, maryborough,2913, qld,19090609,2419139,<=50K
 brodee, pyper,72, brisban e avenue, sherwood, toowoomba,4127, nsw,19370805,2701611,<=50K
 riley, morcom,48, newbery crescent, darjeeling, grass valley,3156, nsw,19300117,5460376,<=50K
 lachlan, basi,20, lindrum crescent, the shanty, carlsruhe,2130, qld,19261223,2379460,>50K
 sebastian, wilde,47, darwinia terrace, the canberra hospital, melville,3929, vic,19270728,6646273,<=50K
 aloysius, pegg,4, forster specialis t medical centre, meldrum street, woodend,5037, sa,19530306,9175450,<=50K
 benjamin, cannell,17, charleston street, oak glen, kununurra,2090, nsw,19851216,7825348,>50K
 chloe, beattie,28, burkitt street, flowerpot, leichhardt,2152, nsw,19460711,9678010,>50K
